sentiment,review
1,Pros:----------:- 4Gb ram enough for multitasking.:- 10 core processor:- 64 Gb space:- Camera blurring effect.:- Good battery life of 4000mahCons:------------&:- Earphones not available.:- Must be gorilla Glass.
0,The product I received is defective. One of the two is not working. Left speaker is not working and right speaker is working. I want to replace the product but the steps for returning the product is not proper on Amazon. It says to down load the smart check app. I did that and run the app. But the app says my product is good. I called Amazon and explained the issue. He says to move to nearest authorised service center and get the letter that the product is defective. Don't know how the problem will be settled.
0,"The phone(Lenovo K8 Note (Venom Black, 4G) is short life Phone My phone was hanged and completely dead .I used the phone only one and half month with the maximum care . Please help me how to use warranty"
1,"Received my phone on scheduled date,the phone looks good camera is also nice both front and back. Got oreo update after 5 days and since then the performance has increased.Phone is good for regular users."
1,GoodBut Earphone missing....
0,"Lenovo always has great Specs on Paper and Poor Performance & stability in real-life.This is my 3rd & last Lenovo (over 6 years) - K3 Note didn't work well. VIBE had battery reboot issues and went to repair center twice. Now This.K8-Note Issues(1) Very poor battery. Particularly with GPS on, it dies far more rapidly than Samsung or any other phone(2) Poor drivers. When I plug in the ear phone and remove them, the normal speaker stops working. Can't hear voice on incoming calls. Needs reboot.(3) WiFi is flaky. Connection drops suddenly. Picks up again.(4) Hangs when multiple Apps are opened. Suddenly you find you cannot even take incoming calls.All this WITHIN 6-8 months of purchase of the phone.Adieu Lenovo. I tried hard to like you."
1,The killer note's KILLER indeed.
1,Using it since 2 weeks .. no such lags or problems faced yet.. initially there were bugs which was solved with the provided update. The dual camera setup is just a myth! Overall battery performance is awesome.
0,After 15 days the charger had stoped working and no complain had been taken regarding it for me worthless phone
0,Dear sir when I use mobile from delivery date 8 0ct2017 charging is not 100% we can turbo charger pinned properly full day charging bt not complete 100% why?Pls i request help me and provide good service
1,Excellent mobile....excellent reae and front camera.....due to stock android spped of mobile is excellent....battery last for 13-14 hrs...display is good...
0,Have a rough use of 5 mnt then the phone quite warm and battery backup is not so good like 4000 Mh only 3 hours on after update to Android 8 version
0,This product is v v v v bad... Plz don't buy lenovo phone because camera and display is v v v low quality...
1,Nice n slim
1,The performance is awesome but camera is better in k8 plus
1,Very nice......
0,Heating problem and sensors are not working
1,Good mobile set
0,It's a poor quality and I face many problem like network issue and heating problemDon't buy only waste of money
1,Satisfied but some problems compared to old mobiles in deurability
0,Waste of money..Don't buy
1,Excellent product.
1,Nice boss
0,i recently purchase this mobile..there is some heating problem..sometime some apps stop working and also its UI and i need to use pattern instead of fingerprint lock as says to activate fingerprint first pattern.. back camera is worst..but build quality and front camera is awsome in this price range.. i think it has 481 ppi ..bt small size video pays looks bad..its video play quality s worst..i problem can be fix by updates.. waiting for that if not solve than i have to return it.. 😒😒
1,Good phone .Nice camera Nice look
0,Waste brand LENOVO NOT VALUE FOR MONEY PRODUCTS
0,"Good mobile.solid build. Multitasking is so buttery. Ram management can be better, Lenovo need to work on this. Battery backup is better after the recent September security patch.Dual camera setup is just a gimmick, The dept mode is just waste of time and money. Single primary camera from both front and back take decent pics. Camera app definitely need improvement.The capacitive buttons are not backlit, but didn't faced any issues in dark.The most annoying thing about the mobile is, suddenly a popup raises and says Amazon app is not responding or some other 'X' app is not responding and sometimes I am not able to launch some heavy apps after installing from Google play store.Mobile heatsup only while charging, didn't faced issue while playing games like Asphalt air borne, war robots. But there were frame drops while playing war robots."
1,Powerful phone
1,Nice
1,reasonable price...better phone...fast delivery..thank you..amazone
1,Excellent product
0,Good phone..lot of improvements in camera..however battery back up is bad compare to earlier Lenovo phone like Vibe p1 turbo. K8 note lacks feature of restricting auto start of apps which was there in earlier phones. Hence battery drains fast in K8 note.Though turbo charging but it takes almost 2 hours to full charge.Also one of the most irritating thing is notification volume is same as ring volume which disturbs your routine because if you keep ring volume high then notification sound is also highNo schedule power on-off featureWe expect some add-on features by Lenovo to overcome these issues
0,Every thing seems good except the battery life.
0,There is some issues in the phone. In status bar time is not updating properly.sound quality is bad I think it's software issue. It vary time to time.headphone sound is not buzzing
0,"Lenovo K6 power is better in many ways than the k8 note like low budget (9999&10999), good speaker sound ( more loud & clear sound than k8 note) with dual speaker back side (k8 note has only 1 speaker at bottom), more battery backup with same 4000mah battery( k6 power's battery consumption is very less than k8 note, you can use k6 powwr for more hours than the k8 note with full charged battery), comfortable Size (5"" screen, easily fit in pocket), free in-box earphones (in k8 note earphones are not provided), more features than k8 note.K6 power lounched 6months before lounching of k8 note. But still it(k8 note) doesn't have functionality which k6 power already has.Functions which is not in k8 note are as follows:1) Wide touch(to lock phone, shortcut for many recent app, its just like apple button)2) quick snap (double tap volume button to take screen shot)3) smart scene (to open any action by time or by on connecting any device like wifi etc, by this function you can set your brightness low for night time by set action time 8:00 pm - 7:00 am, or silent your phone between office hours automatically many other things)4) fingerprint snap: you can take photos by touching fingerprint sensor)5)dual app profile: (two WhatsApp/fb account simultaneously)6) quick flashlight: (by tapping home button twice)7) secure zone, guest mode: (in secure zone you can install same apps with different account and that apps can only work when you open secure zone with password)"
0,"The phone seems alright with just about 2 weeks of using it. I did come across an error with the phone.process stopped responding and I had to restart my new phone. Hangouts is another app that just crashed when I started using it on this phone. Lastly, the battery is not exactly living up to the expectations of being a 4000 mAh battery. Else the features, look, audio, camera are all good. It's quite smooth is handling it.There is no headset that comes along with this handset."
1,Awesome
1,"Good product in this prise range.I found camera quality is good as compare to other phones in the same prise range. Display is also good. Sometime phone gets heat after using for long time, maybe because the processor."
1,1st time using Lenovo mobile it was quite good. But only negativity is it's camera quality.
1,VeryGood product
0,Very worst phone i have used
0,Having issue with this phone everyday need to restart it
1,Good phone with good storage
0,My phone turbo charge feature is not working
1,very good phone. I am using this from last more than 1 month.I am fully satisfied.
0,Networks connectivity issues. I'm not getting any incoming calls and OTPs.
0,System&Updates occupied 16GB MEMORY.
1,Awsm product with lovely features
1,Best phone worth for money fast delivery thanks for Amazon
1,Best mobiles
0,Flop product
0,Damaged. Shape of mobile is bend..
1,good product....good seller
0,Camera... performance is very weak....I think Lenovo just... kidding with dual camera because we can't the blur the background...so it will be a huge joke for....
1,Awesome product... Battery back up is too good.....Those who uses mobile very much men like journalist it's good for them...As after full charge it's battery back is too good.. I recommend anyone to buy it..
1,The phone is super and nice to use but only thing is phone gets heat when charging. Not apart from that....
0,I face some problemsSensor problemBattery drain too fastApp hangedScreen touch show mark after click in callin Manageri think u sent me a defective pice
0,I have been using this product since a month....Previously I was Moto g2 .....Major fault that I observed was audio clarity is slightly degraded in earphones but speakers are good....I found this because I'm using both g2 and k8 note.....SO if music is top priority choose a another one.....if not u can go for it
1,Good.
0,waste of money. cheater Lenovo. making childish phones.
1,Good product
0,"Some time hanging , battery backup is also not so good"
0,Heating and network problem
0,"1. Dual Stand BY 4G2. Not Good Camera [Redmi Note 4 has same issue]3. Stock Android but needs to be optimized and should have better RAM/Battery ManagementUser can choose K8 Note or Redmi Note 4 both are fine if one ask you to choose from.Redmi note 4 has plus for the MIUI and its customization while K8 Note has bit [tiny] better on paper specs, 13mp Selfi Camera"
1,Super
0,Camera is not good
0,"Not at all recommended. My Lenovo K8 has the following issues:1. Poor signal strength - Tried different SIMs like Vodafone, JIO, etc, But signal shows only 2-3 bars. Whereas the same SIMs when inserted in other 4G handsets, it shows full strength n no call drops.2. Heating Problem: The company has added 4000 mAh battery because they knew that this handset will get heated and drained battery quickly. On using simple day-to-day work, it gets heated like anything. And the full battery drains within half day."
0,"Lenovo k8 note looks good, but from last morning it has started getting ON/OFF in every second. I am not able to either switch it OFF or ON."
0,Courier waste Very very very worst
0,Battery backup is not good. mobile is so hot.
1,It is an awesome mobile at this price. All features are awesomes. I liked it.
0,"I am utterly disappointed with the brand itself. The K series was hyped up due to its packed specifications. But this particular mobile went down the drain in less than 6 months.Things I want to specify about this mobile:1. The mobile is quite heavy, not pocket-friendly2. Picture quality is average for dual rear camera and the front camera isn’t good either.3. The mobile heats up real fast while watching a video or in a call.4. At some point, The turbo charging stopped working, it took forever to charge it back.5. I don’t like the resolution of the phone either.I’ve given away my mobile to the customer service, Hope it survives. Better not go for this mobile."
1,The phone is good. However the Bluetooth is flaky at times.
0,"In promotion they said it has Gorilla glass,but today my mobile got big scrach on the screen just I kept in my pocket. This product does not have Gorilla glass"
0,Totally waste of money product quality is very poor and glass quality is very badBattery life is also not so good
1,Go for it!
0,Plz don't by this phone waste of money
1,Awsome phone
0,Waste Of Money Galti Krdi Maine Isse Acha To Motorola Ka Le Leta Mobile
1,It have very nice features..
1,One of the best smartphone under 15000 with killer performance
1,Camera and video quality is the best.
0,Good speed performance...One major drawback is Camera-Poor. And slightly heating...
0,"Worst Phone ..... Heating issue, quick battery draining..Very poor performance."
1,Good product in this price... Everything is okay... Except the heating issues..!
0,Worse than the worst mobile that I bought from lenovo.don't bring this.it had no features as even in low cost mobile s
0,Not good product
1,There was showing 2 chargers in specification but i got one
0,Battery problem still i purchase it
1,Awesome phone
1,Good
0,"In product information, maintioned 2 piece turbo charger in the box.But there is only one charger."
0,"I have purchase it but defective touchpad not working ,I requested amazon for replacement,there executive arranged the deliver person .But still I am waiting for the new one,"
1,Great phone at good price !!!
0,The 5m.p. camera is not working its only for show im not satisfied with this
0,Waste product ever
0,Very very worst mobilePeople pls don't like Lenovo k8 note bcs it's not mobile it's only used for ironing ur dress purpose only u can use this as micro oven
1,Best phone from lenovo.Specialy built for performance n the screen is so smooth. Camera is also best in class. The graphics processor is working like a butterfly.so good phone worth buying
0,"Not the best mble, camera not that great, portrait mode is worste, better but mi a1"
0,No internal app like music player vedio player app lock app battery app heard to take screen shot reare camera is so bad
0,except battery backup every thing is ok
0,Charging back up is very bad..
0,"Worst phone. It takes at least 10-15 seconds to unlock thru finger print. Even power button also takes few seconds to open the screen for unlock. While talking on phone, if you have to see some thing like any message, then it takes 5-6 seconds for screen lights to come up once you move it away from your ear. Never buy this worst phone. Operating system is pathetic."
1,Very good device in this price segment.. much better than cheap Redmi phones...mediatek x23 deca core processor beats Snapdragon 625 in almost every department....
1,Amazing phone. Very good battery backup up as well as clarity of camera is very good compare to other brands. Good competent for VIVO and in less price.
0,Touch is not working properly. Battery recharge sometime slow.
0,charging more than 5 hours is called turbo charging worst experience amazon seller kindly tacke immediate action
0,The device kept hanging for the first couple of days and then it switched off. All attempts to switch it back were futile.Received a replacement piece.Not able to send vcard via sms.
0,Heavy weight... battery draining too fast.. battery charging also taking more time(5 to 6 hrs). heating problems also there while charging and internet using.some time mic also not working
0,"Ever and never expected , the worst experience with Lenovo and the Amazon."
1,I love it nice Phone thanks Team
0,"Sir Mera name biswajit adhikary,sir may 15.10.17 date Mai Lenovo k8 note liye the lekin mobile box me headphone nehi the ,too app ke paas reguest hai app muje headphone poucha dey"
1,Seven months been using this phone... Awesome product. Only thing missing is the earphones... Thats would be add on..
1,Very good!
1,Super device
1,Good product but camera is not as per expected..
0,very bad mobile
1,"There is no phone which can beat it at this range.No redmi ,vivo,oppo.Best"
0,I m using Lenovo k8 note the phone is awesome but don't buy 32 gb varient the memory gets full Soo buy 64 gb varient hence forth the performance n battery life and overall the phone is good
1,Best phone at low price
0,Batteries is very bad
0,Not so good as I want from Lenovo smart phone...Battery charging is too much slower....Nothing like turbo....If internet is on then it takes 4:30 hr to fully charged..And if internet is off still it's take 3 hr to fully charged...Power consumption is also not well managed
1,ok super
0,"YesI had great expectations while buying this post review. But turned out to be a thumbs downWhile Lenova K8 note comes with amazing configuration, it could not stand out to my previously used MI note 3 which I bought for 9k 2 years back. Battery backup,camera features, sound quality, music and video apps , swiftness , call quality were all below average."
1,Nice mobile below 10k range.Battery life is really long lasting. Not lagging though I have fulled my memory n install more than 150 apps.Cons. Screen mirroring is only with google chrome.
0,Product quality is not as good as it describes because camera is extreme bad and phone heating problem
1,BEST PHONE IN THIS PRICE RANGE.Nice camera quality. Front and rear both are best at it.Bright HD Display.Fast processing. No lagging.Good Battery Life..Go for it.!!! :)
0,Worst mobile in my life time
1,"I am not a vivid user of a lot of phones, however looking at the feature, I went for this one. As of now, I am happy with the decision. The phone does not heat up, has a great speed and camera.Only feedback is to provide headphones with the pack. Considering the sound output the phone delivers, user like me get confused on which phone to buy.Overall, m happy with the decision."
0,Not to reach expectations
0,Very poor Camera.Not expected from Lenovo.Battery drain very fast.I brought it because i thought it could be double standard than K4.Lenovo id degrading day by day.
0,"No speed Dial in this phone, No inbuilt call recorder which are available in Lenovo lower model, Sound is not good, Camera clarity is not at par as company claimed. Some futures are very tough to find. Battery after 15% phone shutting down. Not a big deal not suggest to purchase."
0,"It's heating problem while charging and updates also videos playing, battery not expecting. Charging time also take time around 2 hours full . And medium speed ram work. Not overall expecting compare lenovo k8+"
0,Dable camera dikhavati he
1,Wonderful camera but the turbo charger is not effective
1,Good product
0,Waste of moneyI purchased this mobile for its duel camera.But it's only one rear camera is working & it's quality is very poor equal to Samsung' s 5 MP CameraI want to return this product but they says its non returnablepls pls pls don't buy
0,Don't buy this product lots of network issue very low quality also don't buy any product from Amazon as it is not having any return policy no support from Amazon customer support after several reminders Snapdeal & Flipkart are best in all support of any product
0,"This is the worst mobile phone I have bought in my life (Lenovo k8 Note).I recommend not to buy this product.I bought this phone on 20th August 2017, this phone is having a heating issue if you use mobile data and while playing games, heavy weight. Gud thing is the camera quality.I faced a problem with the battery performance. It takes 6 - 7 hours for charging 80% battery. I approach Lenovo service center, they are not able to resolve this issue, last 3 days my phone is with the service center. I tried Amazon for the replacement thay are also not supporting since it this more than 10 days of purchase date.I also heard from my friend this model is having more defects the feedback he got from service center. PLEASE DO NOT BUY THIS PRODUCT."
1,Front camera super...Heating problem
1,Loved this phone my first experience with Lenovo which is much better than expectations. User interface is very easy.
0,"Friend don't upgrade it to orio os otherwise you can face some serious problem s as heating, battery drain, not fast charge, network fluctuate, OTG not supported"
1,Camera quality is average not good
1,Excellent phone. Smooth performance.Killer audio.Turbo power also excellent.Full charge in 1hr 10min.
1,"Earphone, tempered glass not include in the box, otherwise this phone is very good"
0,After system update mobile heatup and battery backup 4 hours. android consume most of the battery. raised complaint to lenovo but they said we tried to release update but when and how much time don't know. my mi phone battery power 3000 and its 4000 but mi giving fullday and its drain 4 hours. before buy check lenovo side and see lots of comapints about phone. plz don't buy this phone.
0,Functions not familiar....every time issues to connect internet ..... shortcut functions we can't changed..... Rear camera 5 & 13 mp but not good....lenovo given Dolby system..but sound quality poor than other companies mobiles..... Dolby system not good
1,Phone is good.but charge is not good
0,Bad perfamenc it is always struggled automatically switched off
0,"waste product. Notification light doesn't work for Missed call, WhatsApp messages, network signal is very feeble, SIM gets disconnected frequently. don't buy pls."
1,Worth the price.
1,Good
0,Before 2 months using(pcb defect )hanging problem..
1,Mind-blowing purchase
0,The camera could be better.
1,V.good
0,Bad courier service...Charging is very poor....Or network problem
0,THIS NOT GOOD
1,Just that the delivery experience was not good. Whereas the product is worth spending 14k
0,Very bad battery backup.I didn't like this phone at all and I don't even recommend others this phone.not worth
1,Good one.. No heating issues... Ideal for official and non gaming purpose.. No headphones included... Finding a best fit scratch guard is tough job... Really a turbo charge r..
1,Excellent product
1,Good mobile good price
0,"What are all the Pro's and Con's of this device, watch the Full REVIEW Vs Redmi Note 4 on my utube channel, DennisCNLew .. also watch the Durability BEND Test and Splash Test!!!"
0,But bekar Amazon sarvis Meri mano koi saman Mt mgao isse flipcard best
0,Not good .While use the in just 15mints getting heat.Battery also not good .it' is fastly drained.but charge is super within 30 mnts fully charged.
0,"camera is very bad, front and rear both are like cheap mobile, after oreo update, battery drain issue in 2.5 hours and turbo changer charging timing is 5 hours. heat like a electric iron, automatic restart problem, major lags sometimes. only speakers are good. fake promise of gorilla glass, as it get scratches easily.and most importantly stock Android sucks, look like a idiot designed and planned for stock Android.i wasted my money, you guys better go for huwai or MI, far better than Lenovo and Motorola.dont buy by reading paid reviews,"
1,"Amazing phone, worth for 12,999."
1,Good phone
0,Over all phone is good . Turbo charger is not actual turbo we can it is fast charger only . Phone lacks in rear camera quality . In low light performance is very poor . Bhokeh effect is not working okay . If u want to buy it for photography don't go for it . U can get better option cool 1 dual as better option for photography. I am using both phones
1,Phone is average. Not as Lenovo promised. There is no turbo charging. Sometimes it lags too and camera quality is also normal. Touch and screen is impressive. In my views it is just an average phone not something to hype about.
0,Head phone is missing in the box
0,Very worst product... Amazon delivering unworthy items...
1,"Lenovo K8 Note (Venom Black, 4GB)"
1,Best buy with maximum features & performance...
0,"So apparently, if your charger cable degrades, you have to shell out Rs 1500 to replace your Mobile Charging port too. Why you ask? Because they can not connect phone to PC using ""broken"" cable (Not any other working cable, because that is against their Policy), so they diagnosed that charging port too must be faulty. I am amused how many ways people come up with to cheat customers."
1,Got the product within 2 days. Excellent phone. The packaging could have been better. Recommended for all.
0,"Not working properly :- 1) Not supporting Word & Excell files.2) Battery heat up quickly & prone to life risk due to blast.3)On using any application, Phone heat up immediately/quickly & battery discharges."
0,1> Poor battery power get discharge in 24 hrs with default app running on mobile2> Camera quality does not match with lenovo k4 note3> Normal charging it takes minimum 2-3 hrs to charge.4>Scratches on default screen guard5>No dolby effect6> Had mentioned to amazon on next day but no call from Amazon side7> Till Today no reply form amazon batery charges 40% in 1 hr with turbo charger. k5 note charges 1hr 65-75% normal charger8> REFUND OR EXCHANGE with good one.. 90min 100% charging mobile. it takes 180 min to be 90-100%I had informed you within 10 days please do the needful as soon as possible.
0,Facing battery charging n heating issue
0,"Lenovo K8 Note smartphone is good. As this mobile has 4000 mah battery , But its battery is draining quickly. And there is no automatic call recorder and no voice recorder system app."
1,Good
1,It's a great phone with best features with considerable price..
1,BEST BUDGET PHONE WITH DUAL CAMERA. AMAZING FRONT CAMERA WITH FLASH. TURBO CHARGING WORK GREAT. AFTER 8.0 UPDATES BATTERY BACKUP IS GOOD. GAMING EXPERIENCE IS GOOD. NO HANGING. Everything is Perfect.. 5 star Budget Phone
0,More is very slow and it takes lot of time to process. Pathetic would be understatement. Not recommended
1,Excellent product.....
0,"I'm using this phine around 10days it's working good but sometimes i'm facing Network problem so please provider tell the company to give a software update solving this problem. I came to know that 8 users out of 10 are facing Network problem so it's my request and its not charging as fast as written it takes 2hrs for full charging that's not called fast charging i thin they haven't heard the name of ""LeEco le 1s eco"" which provides only 52mins im full charging and that's called a fast charging and I'm also requesting to give a update for this and other is ok ok types.. overall if any new buyer want a featured phone then u should go for it but whose budget is 15k i think u don't need to go for it..this is not as good as shown"
0,The speakers doessnot work properly
1,Ok
0,"Never buy this product, Speaker is not working well and amazon return facility is not working they are suggest to download another application for device testing and that application is not working.So this product make us fool.Genuinely not buy this phone"
1,Gud to buy with some heating related issues otherwise gud to buy
1,Nice phone ...Great battery backup n camera ..Thanks to amazon
0,"Lenovo K8 note quality issue! Very disappointed! I purchased Lenovo K8 note on 18th August 2017. I was very disappointed to find that whenever I stream videos online or download videos from internet, the videos lacks sharpness and accurate colour reproduction even at higher resolutions! The videos are unwatchable! But the same videos look perfect when they are transferred to internal memory of the phone or SD card via a computer or any other storage drive. Even the videos shot on Lenovo K8 look perfect. The quality issue occurs only when you stream or download videos from the internet! Such poor quality control from Lenovo is just not acceptable! Also, the LED notification light doesn't work with Whatsapp, Messenger, Facebook etc. It only activates when you have an unread SMS, email and missed calls. It does not work with any other app!! There is no such thing as fast charging in this phone even though it is mentioned on the box! The 4000 mah battery takes more than 2 hrs to charge and if you are using the phone while charging then it may take indefinite time to charge completely. Moreover the battery drains so quickly that you may think you are using a 2500 mah battery phone. Just lasts for 3/4th day even with casual to moderate use! Be-aware guys if you are going for this phone be ready to compromise on video viewing quality, basic functions of LED notification light, battery life and battery charging time!"
1,Heating
1,Nice phone
0,The phone screen is flickering while playing videos on YouTube or while playing games... Are you guys selling damaged goods in this sale? Going to return the product...
1,Best phone but heats up sometimes. Nice mobile but heavy compared. Good product but no infrared blaster like mi for remotes. Awesome piece but no usb type c Port.
0,"Battery is not good, it is finishing totally 100%within 2 hour of internet usage. I request to AMAZON to help me and solve my problem. But phone's display and sound are beautiful."
0,Battery backup is very bad
0,Good phone for all new feature..But battery performance is worst compare to other mobile phone available for same prize...
0,"I suggested you that don't buy lenovo product. Low camera quality, lagging while doing multitasking even on whats app and facebook, and main is battery drain very fast 10-15% consume during night time while no process is running even wifi is turn off.Thanks"
1,"Excellent mobile, smooth function, only concern is battery getting a bit hot and draining bit quickly compared to other mobiles"
0,"The phone is a total let down, especially after the Oreo update. IT lags a lot, hangs a lot, heats a lot.Turbo Charging has stopped working and call quality has also dropped significantly. Do not waste your money on this."
0,i just purchased this phone 2-3 weeks ago. The look and feel of the phone is not as good as expected and not looking as brand new phone.And the major problem is heating problem phone is just getting heated when charging. Which was not expected with brand like Lenovo
1,Superb phone k8 note is beyond my expetions and it so faster then all other I can access all the internet websites faster.the camera was like a DSLR camera.
0,I mostly like it
0,"Transferred application using share it. Subsequently tried to operate the application, none of them worked. Asked for return. Very disappointed."
1,Nice product fast delivery
0,One sound off & headset problem
0,For these... particular... features..I think price.. is a bit high...Try other phones which are best for this cost!
1,One of the best budget phone to buy in around 14kHave been using this phone from one month & haven't received any problems in particular.Sound is good & camera quality is also nice.Battery back is superb & needs charging only once in whole day.Selfie camera is good & along with moon light flash it works great even in low light.Apps run quickly & dnt get hang in between.Overall a great phone to buy.
0,"Bought last month, now I noticed some heating problem and sometimes lags in performance.Another big problem with bluetooth connectivity, when connected to Bluetooth headset frequently disconnecting even in 1-2 feet range. And very noisy and distorted sound. This is model specific issue I checked with many other k8 note owners they all having same issue.Otherwise camera good, battery lasts one day, display good, finger scanner working good so far."
1,Excellent product
1,Best mobile phone
0,please dont buy this phone useless battery is draining and internet issue and phone is under warranty but still they are not responding properly and no exchange procedure is there and service centre is also useless i visited 2 times but my problem is not solved.
1,its getting heat
1,Battery backup very nice
0,"Overall average phone . I have been using this phone more than a month1. Build quality is good2.battery backup is not up to the mark once charged 100 perc last only for 12 hrs with average usage.3. Front camera is awesome , rear camera is average not better than Moto g5.4.processor is not stable , there is lag in between lots of time."
0,"Heating Problem Too Much , Kindly Return My Mobile , unable to mange shutter sound of camera too bad ,i have try to return this mobile no response from amazon.in"
0,Very upsetting. The tray for sim card and micro sd card are not working.
1,Awesome...
0,Only 2 star due to poor network in this mobile.Overall very good phone but for calling you have to purchase separate phone :(
1,Good phone
0,Charger is not working
1,Got it today and working very smooth and great loved the phone
1,Goof so far😀😀😀
1,Good phone but not uptomark
0,Speaker does't work....Very bad experience...
1,Cam was awesome at the price range and lenovo was developed everything....Jus buy it
0,Battery drains..It takes 2hrs to charge 0-90% and takes 52mins to charge from 90%-100%..but it was described that it supports fast Charing..now the cost is lowered too..
0,Poor speakers average camera not worth
1,I m using that since 6 months did not notice any fault yet working well
1,Excellent mobile best mobile
0,Very bad
0,"Very bad battery backup..Hanging issue also, don't buy this phone..."
0,All features are good but batterry packup is not there
1,Nice phone happy shopping with Amazon
0,battery is not good . sabase ghatiaa phone Lenovo ka
1,Awesome Phn.!With gi8 selfie camera.!N whole day lasting battery.!
1,Value for money....so far I have not faced the heating issue. The battery backup is good. Multitasking application does not freeze.
0,"not good,"
0,Over Heating while charging
1,This is a very good phone with Awesome battery back up with Good Camera and separate slot for SD card
1,Nice camera phone
0,Worst phn no battery backup charging get down i hate ds phn
0,Camera quality is not upto expectations with this dual camera phone. Better go for honor 6x.
0,Phone hang does not start
0,All Things are good but the products battery is very quickly finished but charged lately .
0,I received empty mobile box their is no mobile in side of d box i am very disappointed this time and totally disappointed about these 3products
0,I am unable to insert headphone in the jack ..more than half portion remain uninserted and easily comes out..has anyone else faced the same problem??
0,"Worst product. Heating issue, Mediatek processor, not as good as other dual camera phones. Mi A1 is better. Battery consumption is high."
0,Battery drains fasterHeadphones jack not working
1,Lenovo k8 note camera and fingerprint good but led notification indicator is not working..
1,GOOD
1,great product
0,One problem when data on mobile is heating
0,Any Headphones are not working in this headset
0,"Right side speaker not working. And I try to return this phone from my amazon mobile app , the option for returning item also not working. This is a first time bad experience for me in amazon."
0,I purchased twice it..Both are having network problem...And very bad experience from amazon
1,phone is pretty good.camera is outstandingok Google dectection has little problembookeh mode is greatfantastic looksamazing low light selfieshonest review
0,"The smartphone heats up a lot even if very less regular use. Battery is very poor, could not provide better performanc. Battery lasting only for half day. By instilling some software like gomora and AZ screen recorder , screen goes blank"
1,"Compare k3 note lot of apps like call recording , screen shot are missing"
1,Nice products nd am very happy.....
0,value for money... nice device in this price section. ..performance wise it is good...camera quality is okk...features are good... go for it
0,It is 4g+3g only NOT a 4g+4g dual stand by mobile. Don't get deceived by the Lenovo claim.Only either sim1 or sim 2 slot supports LTE feature.the other one becomes 3g or 2 g.
1,Fantastic mobile don't install all apps use only limited apps otherwise mobile will be hang up
1,Super mobile. Good battery backup. Duel camera is good. Front camera Amazing.
1,nice product with killer look and feature.
1,Not bad
1,Perfect delivery. Till now no glitches
0,Heating issue while charging bakwaas phone h plz don't buy
0,Dual SIM has 4G option on one sim & 3G on another. Both are not 4G. Think before purchase.
0,Good phone...but the rear camera is the only disappointment...I doubt if dual camera really works or not...coz picture is not up to expectation...front camera is too good much better than rear camera...rest with other features...the phone is good enough
0,"The phone is ok but since december 25th,the JIO network calls&messaging did nt work.The service centre here in Chennai informed me that the OS is old one & has to be upgraded to get the JIO work properly.Hence,I would like a replacement for the phone as it is within the 6 months period having purchased in august,2017"
1,First of all would like to say that Amazon gives amazing delivery service..About the phone I would say its damn good masha allah... U can go for it. It really is a killer phone.. I am reviewing about this phone after the use of 6 months and is still my favourite.. there is no problem with it at all.
0,"It really dissatisfying to not getting earphone for Lenovo k8 note. It must be provided by Lenov, it's not expected from Amazon and Lenovo, It's not written anywhere that box not contain earPhone. I spend 13k and didn't got Earphone is really disappointed me."
1,Battery life is not good.Screen is so smooth.User experience is smooth.
0,"Apps hang frequently, it's depth enable mode is not good, battery drained fast."
1,Awesome product.
0,Not sure about other features ... but the battery backup is poor. Atleast Lenovo could not maintain the same level of quality in this product. I purchased the one .. and after a week found ~30% battery drain overnight when the phone was completely idle. It stared draining 8 to 10% in 10 mint of usage. Called customer care ... they connected the device via SmartTest app and noted the problem. Thanks to Amazon ... within couple of days they replaced and delivered a new one. The same story repeated again ... this time they arranged a technician visit ... as per his report Amazon scheduled the pick up and arranged the refund. Thanks Amazon for wonderful customer service. Now Im really scared to buy such things from stores. Im sure they will not take it back and will advise me to go to service center.
1,Superb
0,Camera performance is not good
1,Product is excellent but in box I am not get ear phone.
0,Disappointing
0,"very very poor charging backup,and very over warming"
0,Over heating in game😥
1,Nice
0,"Nougut version overall ok but I receive the Oreo update very very poor performance highly very over heating issue and battery quickly trained so much charging time so delay and not working in fast charging , very slowly working in os and so many hanging problem in my phone ... Lenovo y this is problem pls reactifi the problem pls help me or exchange my phone or not... This phone put electronic waste ...., Any one Lenovo costumer care number send me ."
0,Pls. Never buy any lenovo mobile... request to new customer. We purchased three mobiles for family. A7000 k3 note and A6000. All mobiles are bakwas.... touch problem hangup and become hot are common problem. And bad news is that motorola company take over by lenovo. So motorola product may be become bad due to lenovo. Lenovo pls sell grocery instead of electronics.
0,The camera was very bad. I find my what's aap and facebook app crashes many time. I face many time problem while receiving calls.But the installation speed is amazing. I can say that phone has good batry backup but not the best. Phone is not hanged any time but apps crashes many time
1,"Very Nice looking Mobile with Metallic finish, Everything is awesome, battery back up is goodValue for Money except that if you want camera quality then it is Average"
0,internal memory was showing 64gb but in file manager its showing 51gbheating problem also
1,Good phone but picture quality is not so good compared to my redmi note 3 which is an old phone. Images taken are sometimes elongated or out of shape. Flash in selfie cam is not good as well.both rear and selfie cam have image quality issues due to the camera lens
0,Very bad experience..sim slot is not working
1,Super
1,"Awesome experience, superb"
0,Sir eska bill chehre
1,The product is really awesome thank you Amazon for your get service
0,Not working properly
1,going good so far... purchased for spouse... good camera... good size... fast touch...
